top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,experiment_no,is_pilot,didbf,monitor,mousetrackpad,age,income,edu,ImageId,in_treatment,bound_size,bounding_box_score
613,655,452,313,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A221KMA7HBTG9J,Submitted,0% (0/0),0% (0/0),0% (0/0),133,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,395.560812555262
609,659,679,501,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A221KMA7HBTG9J,Submitted,0% (0/0),0% (0/0),0% (0/0),133,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,594.689924082548
530,622,139,53,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A221KMA7HBTG9J,Submitted,0% (0/0),0% (0/0),0% (0/0),133,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,518.487685708958
398,481,119,43,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A221KMA7HBTG9J,Submitted,0% (0/0),0% (0/0),0% (0/0),133,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,568.109502289548
329,382,264,135,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A221KMA7HBTG9J,Submitted,0% (0/0),0% (0/0),0% (0/0),133,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,495.458851165077
335,408,442,313,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A221KMA7HBTG9J,Submitted,0% (0/0),0% (0/0),0% (0/0),133,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,378.147466105715
362,444,590,498,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A221KMA7HBTG9J,Submitted,0% (0/0),0% (0/0),0% (0/0),133,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,457.003645775374
471,530,672,570,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A221KMA7HBTG9J,Submitted,0% (0/0),0% (0/0),0% (0/0),133,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,565.432975952196
417,589,546,137,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2238DIUUMS7AQ,Submitted,0% (0/0),0% (0/0),0% (0/0),44,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,17.3509492557165
426,580,544,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1H5UCDL9LHEQ8,Submitted,0% (0/0),0% (0/0),0% (0/0),193,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.02073791231193
425,580,544,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A34DYM8J0X5VK,Submitted,0% (0/0),0% (0/0),0% (0/0),72,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,3.10809891893932
426,581,543,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,ADKBTSKPX195Q,Submitted,0% (0/0),0% (0/0),0% (0/0),122,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.22642610565233
420,582,550,155,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1AZLJ3R5FQ9B7,Submitted,0% (0/0),0% (0/0),0% (0/0),34,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,18.3708954968863
427,581,546,143,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2FYH8SAOPWI5C,Submitted,0% (0/0),0% (0/0),0% (0/0),41,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,3.65387310016645
373,483,137,134,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3SNUFU726WLP4,Submitted,0% (0/0),0% (0/0),0% (0/0),29,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,509.263900554711
411,590,549,149,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3SNUFU726WLP4,Submitted,0% (0/0),0% (0/0),0% (0/0),29,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,24.332845646725
479,487,225,212,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2RKUDGK5PQ44X,Submitted,0% (0/0),0% (0/0),0% (0/0),97,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,440.730881879785
426,580,543,146,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2RKUDGK5PQ44X,Submitted,0% (0/0),0% (0/0),0% (0/0),97,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.40947410382735
415,582,551,144,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1UNFZYMR4UX0I,Submitted,0% (0/0),0% (0/0),0% (0/0),26,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,12.2076831813346
426,585,544,147,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1OZ5IWGMT5WNR,Submitted,0% (0/0),0% (0/0),0% (0/0),37,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.50819469280153
428,580,542,144,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A39FOF5RQ9CQAF,Submitted,0% (0/0),0% (0/0),0% (0/0),47,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.9799268226125
426,581,543,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AXID3RPK6NZT6,Submitted,0% (0/0),0% (0/0),0% (0/0),72,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.22642610565233
430,575,547,143,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A4CMR3MDBWSNZ,Submitted,0% (0/0),0% (0/0),0% (0/0),48,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,12.4582394054374
503,506,185,152,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A4CMR3MDBWSNZ,Submitted,0% (0/0),0% (0/0),0% (0/0),48,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,443.710539474122
427,580,543,146,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1POBG27PTO9DX,Submitted,0% (0/0),0% (0/0),0% (0/0),96,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.2420537015923
419,582,571,126,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3P3446JDIIKQY,Submitted,0% (0/0),0% (0/0),0% (0/0),25,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,44.2187910355123
428,579,545,140,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3QB34V8MYU3RL,Submitted,0% (0/0),0% (0/0),0% (0/0),67,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.92635913834343
408,599,580,118,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AAFP2YKUG71MU,Submitted,0% (0/0),0% (0/0),0% (0/0),14,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,69.9101695930863
425,580,543,147,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1FVPA0VOO6KM8,Submitted,0% (0/0),0% (0/0),0% (0/0),356,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.69569738853614
426,578,545,144,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A25R3HUN514JKX,Submitted,0% (0/0),0% (0/0),0% (0/0),377,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.09964885854694
424,581,545,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2JO52BHJMCRD8,Submitted,0% (0/0),0% (0/0),0% (0/0),99,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,2
426,580,544,146,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,APYO09WFG87IG,Submitted,0% (0/0),0% (0/0),0% (0/0),122,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.92295275792008
419,459,394,379,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AGDZXSWMXWNLX,Submitted,0% (0/0),0% (0/0),0% (0/0),70,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,416.072178416429
552,567,592,535,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AGDZXSWMXWNLX,Submitted,0% (0/0),0% (0/0),0% (0/0),70,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,528.370806419357
388,600,568,156,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AGDZXSWMXWNLX,Submitted,0% (0/0),0% (0/0),0% (0/0),70,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,65.7352880207962
375,415,392,387,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AGDZXSWMXWNLX,Submitted,0% (0/0),0% (0/0),0% (0/0),70,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,455.128059466265
431,573,544,151,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AX0BOUFZGRK50,Submitted,0% (0/0),0% (0/0),0% (0/0),91,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,18.0912756261527
420,586,544,146,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2FFGMKIU317I5,Submitted,0% (0/0),0% (0/0),0% (0/0),60,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,9.70504305363178
430,585,554,150,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,ANBTNIM08969Z,Submitted,0% (0/0),0% (0/0),0% (0/0),42,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,18.8697336189491
427,579,547,141,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3AQPYOXL9AUOE,Submitted,0% (0/0),0% (0/0),0% (0/0),59,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.9104915483448
429,584,545,142,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1MJJHFEKOGUIU,Submitted,0% (0/0),0% (0/0),0% (0/0),44,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.30681634740154
429,581,544,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A16MU5RT0SA6E1,Submitted,0% (0/0),0% (0/0),0% (0/0),80,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.68079358831522
428,578,545,150,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2P3XG1XUOJWQ8,Submitted,0% (0/0),0% (0/0),0% (0/0),42,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.3024283711014
423,582,543,142,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AVZOGPWNTUPC4,Submitted,0% (0/0),0% (0/0),0% (0/0),1322,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,3.60890898024761
397,590,553,144,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A12I6W1EY6YAXQ,Submitted,0% (0/0),0% (0/0),0% (0/0),32,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,37.2873620076683
430,577,541,148,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2JS7PZOZ8J17I,Submitted,0% (0/0),0% (0/0),0% (0/0),43,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.1439466350358
565,573,148,142,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2JS7PZOZ8J17I,Submitted,0% (0/0),0% (0/0),0% (0/0),43,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,429.07117533742
427,580,543,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1T1T0MWCPRPMT,Submitted,0% (0/0),0% (0/0),0% (0/0),124,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.33983885598415
431,575,544,143,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1MADOOBMC9QWI,Submitted,0% (0/0),0% (0/0),0% (0/0),27,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.0399865530752
424,581,549,142,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1BZMONU8QDPFQ,Submitted,0% (0/0),0% (0/0),0% (0/0),21,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.72000000000003
426,580,544,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2BXUYLUY9B4GS,Submitted,0% (0/0),0% (0/0),0% (0/0),60,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.02073791231193
417,584,547,139,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3OMRMNTOU7QXI,Submitted,0% (0/0),0% (0/0),0% (0/0),34,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,12.6795335920234
429,575,546,144,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3ADP5EDYSB9HD,Submitted,0% (0/0),0% (0/0),0% (0/0),32,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.2156967570893
422,588,549,141,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2L3NXTP6W9B21,Submitted,0% (0/0),0% (0/0),0% (0/0),24,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,12.1839562209819
428,579,543,144,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A19D0SH9AQX9S9,Submitted,0% (0/0),0% (0/0),0% (0/0),33,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.42305176164079
420,592,562,140,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AE8LYROJT8F3B,Submitted,0% (0/0),0% (0/0),0% (0/0),41,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,29.3165918034475
426,580,544,144,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1ELTW2Q6409ZD,Submitted,0% (0/0),0% (0/0),0% (0/0),99,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,3.28717052611753
413,588,561,137,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AZZDXA6TV6737,Submitted,0% (0/0),0% (0/0),0% (0/0),15,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,29.1719777957435
423,582,543,143,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1H7KZ9CQKQKQP,Submitted,0% (0/0),0% (0/0),0% (0/0),41,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,2.98365957301378
445,568,534,163,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2AJPC6K4TWMNG,Submitted,0% (0/0),0% (0/0),0% (0/0),32,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,47.0943550553745
425,580,544,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2BLQ1GVEHJR8T,Submitted,0% (0/0),0% (0/0),0% (0/0),241,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,3.10809891893932
425,586,554,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AWUML5SWVKPN6,Submitted,0% (0/0),0% (0/0),0% (0/0),101,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,14.6753580722075
431,578,544,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2ERJOETG340A4,Submitted,0% (0/0),0% (0/0),0% (0/0),109,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.4482019590357
425,580,543,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1P2AB1821JMEP,Submitted,0% (0/0),0% (0/0),0% (0/0),146,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,3.84166630513373
414,582,544,142,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A19KV11YU93DS7,Submitted,0% (0/0),0% (0/0),0% (0/0),26,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.7085348990008
424,579,543,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3QK8L0EP342CZ,Submitted,0% (0/0),0% (0/0),0% (0/0),116,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.22642610565233
411,580,545,144,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1E4A904M2LXXU,Submitted,0% (0/0),0% (0/0),0% (0/0),50,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,14.1922494264929
425,580,543,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2PHQG13R8WMUQ,Submitted,0% (0/0),0% (0/0),0% (0/0),153,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,3.84166630513373
423,585,548,136,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1DTB56DIYWT2F,Submitted,0% (0/0),0% (0/0),0% (0/0),89,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.8823822504703
399,585,558,133,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3CX3S7JZ2S5VW,Submitted,0% (0/0),0% (0/0),0% (0/0),111,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,39.4512781992489
426,582,542,146,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A123PBQDU71I5O,Submitted,0% (0/0),0% (0/0),0% (0/0),45,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.13508664529251
430,581,543,145,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1W15HBCXQBVRT,Submitted,0% (0/0),0% (0/0),0% (0/0),41,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.8600964622745
423,588,546,150,3E9VAUV7CZWOOBM9QKR7K8GUGS2YA5,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AHBK3U692V2E,Submitted,0% (0/0),0% (0/0),0% (0/0),29,2,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.3363710138781
