top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,cellphone,tablet,smalllaptop,midsize,largescreen,notsure,q01.didbf,q02.monitor,q03.mousetrackpad,q04.age,q05.income,q06.edu,ImageId,in_treatment,bound_size,bounding_box_score
428,581,546,141,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2YQOUXXSSHJ3V,Submitted,0% (0/0),0% (0/0),0% (0/0),130,0,0,1,0,0,0,dontknow,smalllaptop,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.5848786964835
417,583,547,131,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3J15OWBRAABNH,Submitted,0% (0/0),0% (0/0),0% (0/0),39,0,0,0,0,1,0,yes,largescreen,mouse,31to40,gt60klt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,19.9078906825827
428,579,547,146,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2HX13XTRKDD9C,Submitted,0% (0/0),0% (0/0),0% (0/0),69,0,0,1,0,0,0,noans,smalllaptop,noans,31to40,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.95634699174752
422,574,552,145,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AN78TM59RETDQ,Submitted,0% (0/0),0% (0/0),0% (0/0),3095,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.8164477324384
129,137,373,369,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AN78TM59RETDQ,Submitted,0% (0/0),0% (0/0),0% (0/0),3095,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,839.345003299862
428,582,546,139,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A11318F9PB5FFY,Submitted,0% (0/0),0% (0/0),0% (0/0),579,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt60klt90k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.69808783534567
422,589,552,150,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3F0IB24N4G54T,Submitted,0% (0/0),0% (0/0),0% (0/0),3286,0,0,0,1,0,0,no,midsize,mouse,21to30,10ktolt30k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,18.0235145970227
422,587,551,143,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A35918DQ86RQVB,Submitted,0% (0/0),0% (0/0),0% (0/0),108,1,0,0,0,0,0,yes,cellphone,mouse,31to40,lt10k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.6778436195774
437,509,946,745,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3U1QPD1T0S7NI,Submitted,0% (0/0),0% (0/0),0% (0/0),222,0,1,0,0,0,0,yes,tablet,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,1007.50338749196
427,582,541,146,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A25TLK8170EB9D,Submitted,0% (0/0),0% (0/0),0% (0/0),57,0,0,0,1,0,0,yes,midsize,mouse,31to40,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.53999616409754
422,581,553,140,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A24A69YAB0UI36,Submitted,0% (0/0),0% (0/0),0% (0/0),111,0,0,0,1,0,0,yes,midsize,mouse,21to30,lt10k,highschool,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,11.9559060022781
430,582,547,139,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1VCZHQXRIHATH,Submitted,0% (0/0),0% (0/0),0% (0/0),285,0,0,0,1,0,0,yes,midsize,mouse,31to40,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.9206582468428
634,643,613,608,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1VCZHQXRIHATH,Submitted,0% (0/0),0% (0/0),0% (0/0),285,0,0,0,1,0,0,yes,midsize,mouse,31to40,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,689.604587949443
429,581,544,145,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AGK30V341UN88,Submitted,0% (0/0),0% (0/0),0% (0/0),300,0,0,0,1,0,0,yes,midsize,mouse,4150,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.68079358831522
427,579,547,148,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2JV461I3AIXOH,Submitted,0% (0/0),0% (0/0),0% (0/0),127,0,0,0,0,1,0,yes,largescreen,mouse,31to40,gt90k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.86969699607133
503,531,148,141,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2JV461I3AIXOH,Submitted,0% (0/0),0% (0/0),0% (0/0),127,0,0,0,0,1,0,yes,largescreen,mouse,31to40,gt90k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,454.486486787082
428,456,606,553,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1J1JA443RCWTY,Submitted,0% (0/0),0% (0/0),0% (0/0),199,0,0,1,0,0,0,yes,smalllaptop,trackpad,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,489.77744444782
79,383,838,363,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A22CN9X0JP1HM4,Submitted,0% (0/0),0% (0/0),0% (0/0),1480,0,0,0,1,0,0,yes,midsize,trackpad,31to40,gt30klt60k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,748.575454109649
426,580,543,147,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3EZBL7A48SJPC,Submitted,0% (0/0),0% (0/0),0% (0/0),246,0,0,0,0,1,0,no,largescreen,mouse,lt21,gt30klt60k,lthighschool,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.36129034162162
427,584,548,138,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1QN367DQVHADM,Submitted,0% (0/0),0% (0/0),0% (0/0),80,0,0,1,0,0,0,no,smalllaptop,mouse,lt21,10ktolt30k,highschool,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.6468403619131
430,576,539,144,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A12C70RDDU7CYG,Submitted,0% (0/0),0% (0/0),0% (0/0),221,0,0,0,0,0,1,yes,notsure,mouse,21to30,lt10k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,13.2754520511782
423,581,543,137,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1ZZINLCZZYOH4,Submitted,0% (0/0),0% (0/0),0% (0/0),3185,0,0,0,1,0,0,yes,midsize,mouse,4150,lt10k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.28083315256688
427,584,547,138,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3INW9GHEU7FLU,Submitted,0% (0/0),0% (0/0),0% (0/0),136,0,0,1,0,0,0,yes,smalllaptop,mouse,21to30,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.95945705111064
428,580,544,144,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AOSFK4SX61DUA,Submitted,0% (0/0),0% (0/0),0% (0/0),80,0,0,0,0,1,0,yes,largescreen,mouse,31to40,10ktolt30k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.23814221474755
425,582,546,143,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2NF3MYDS3WUOI,Submitted,0% (0/0),0% (0/0),0% (0/0),257,0,0,0,1,0,0,yes,midsize,trackpad,31to40,gt60klt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.75090224812767
419,584,558,134,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3FCYUTV0X0Z6U,Submitted,0% (0/0),0% (0/0),0% (0/0),1467,0,0,1,0,0,0,no,smalllaptop,mouse,21to30,gt60klt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,24.0939963554865
425,580,549,140,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2DO0Q2SO7NG1X,Submitted,0% (0/0),0% (0/0),0% (0/0),151,0,0,0,1,0,0,yes,midsize,trackpad,31to40,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.97886171719907
426,580,548,142,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AA3I6BSPTQ96P,Submitted,0% (0/0),0% (0/0),0% (0/0),467,0,0,0,0,1,0,dontknow,largescreen,mouse,over50,10ktolt30k,highschool,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.59826763883274
426,578,550,143,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AJOX1NXIR0QM9,Submitted,0% (0/0),0% (0/0),0% (0/0),170,0,0,1,0,0,0,yes,smalllaptop,trackpad,21to30,lt10k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.74250173209338
425,580,543,144,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2U6G4DW5NIY4Z,Submitted,0% (0/0),0% (0/0),0% (0/0),108,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt30klt60k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.10809891893932
425,580,544,143,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2CH5FKBPAK7SQ,Submitted,0% (0/0),0% (0/0),0% (0/0),89,0,0,1,0,0,0,yes,smalllaptop,mouse,21to30,gt60klt90k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.25009218681938
431,580,546,147,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A32L4OJLXQ8X2I,Submitted,0% (0/0),0% (0/0),0% (0/0),2623,0,0,0,1,0,0,no,midsize,mouse,21to30,gt60klt90k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.9057547834395
22,22,656,656,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A9E9Y0LEAYO4V,Submitted,0% (0/0),0% (0/0),0% (0/0),73,0,0,1,0,0,0,yes,smalllaptop,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,1175.61178079552
418,586,559,124,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A9E9Y0LEAYO4V,Submitted,0% (0/0),0% (0/0),0% (0/0),73,0,0,1,0,0,0,yes,smalllaptop,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,35.5583239606004
0,14,1024,946,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2IICH6KZZB6XF,Submitted,0% (0/0),0% (0/0),0% (0/0),1149,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,1622.68084108305
406,585,560,112,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2IICH6KZZB6XF,Submitted,0% (0/0),0% (0/0),0% (0/0),1149,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,55.2769044299154
524,524,456,456,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2IICH6KZZB6XF,Submitted,0% (0/0),0% (0/0),0% (0/0),1149,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,451.423867927263
419,419,973,973,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2IICH6KZZB6XF,Submitted,0% (0/0),0% (0/0),0% (0/0),1149,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,1273.69772113529
466,466,546,546,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2IICH6KZZB6XF,Submitted,0% (0/0),0% (0/0),0% (0/0),1149,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,460.762947031357
367,367,883,883,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2IICH6KZZB6XF,Submitted,0% (0/0),0% (0/0),0% (0/0),1149,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,1113.10369984213
507,507,527,527,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2IICH6KZZB6XF,Submitted,0% (0/0),0% (0/0),0% (0/0),1149,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,475.565534975613
427,587,551,140,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,ACU8RTAZQU1GP,Submitted,0% (0/0),0% (0/0),0% (0/0),3455,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,13.9087843708215
430,579,545,145,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2FG181HMQ421I,Submitted,0% (0/0),0% (0/0),0% (0/0),443,0,0,0,0,0,1,yes,notsure,mouse,21to30,gt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.59721640310908
424,568,538,113,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3J1UHKUWYPKLW,Submitted,0% (0/0),0% (0/0),0% (0/0),273,0,0,0,0,1,0,dontknow,largescreen,mouse,4150,lt10k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,39.6661956634427
412,591,559,137,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A70TBKPGWQZO4,Submitted,0% (0/0),0% (0/0),0% (0/0),228,0,0,0,1,0,0,yes,midsize,mouse,21to30,lt10k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,30.5650312958345
178,218,749,690,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AYZX9T7RBX3ZP,Submitted,0% (0/0),0% (0/0),0% (0/0),181,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,976.000114457648
434,463,336,330,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AYZX9T7RBX3ZP,Submitted,0% (0/0),0% (0/0),0% (0/0),181,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,429.692755745291
398,573,549,137,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AYZX9T7RBX3ZP,Submitted,0% (0/0),0% (0/0),0% (0/0),181,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,36.5830934349237
425,582,547,141,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AWUGTYBQGPUT,Submitted,0% (0/0),0% (0/0),0% (0/0),89,0,0,0,1,0,0,yes,midsize,mouse,31to40,lt10k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.12624618995228
296,487,505,229,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AA116IC3BUDS8,Submitted,0% (0/0),0% (0/0),0% (0/0),54,0,0,0,0,0,0,noans,noans,noans,noans,noans,noans,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,261.159637503556
,,,,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1IIXEXSGF1VJN,Submitted,0% (0/0),0% (0/0),0% (0/0),237,1,0,0,0,0,0,yes,cellphone,mouse,lt21,lt10k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,
423,578,537,149,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3EZ6A4N07ZM9H,Submitted,0% (0/0),0% (0/0),0% (0/0),108,0,0,1,0,0,0,no,smalllaptop,trackpad,21to30,lt10k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.0934062914932
427,581,542,146,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1GKB5Q4DVZVL,Submitted,0% (0/0),0% (0/0),0% (0/0),92,0,0,0,1,0,0,dontknow,midsize,mouse,lt21,gt30klt60k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.63619819328319
426,581,543,145,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AXAXLC0TXQ0QW,Submitted,0% (0/0),0% (0/0),0% (0/0),89,0,0,0,0,1,0,no,largescreen,mouse,21to30,gt30klt60k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.22642610565233
426,582,545,149,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2GTY8GLAYN9BU,Submitted,0% (0/0),0% (0/0),0% (0/0),2810,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.76010820768973
383,610,572,119,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2A9UMQ46W5ZSB,Submitted,0% (0/0),0% (0/0),0% (0/0),73,0,0,0,0,1,0,yes,largescreen,mouse,31to40,gt60klt90k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,87.1642647346681
426,581,544,144,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3SCCV3WKZTB9N,Submitted,0% (0/0),0% (0/0),0% (0/0),130,0,0,1,0,0,0,yes,smalllaptop,mouse,21to30,lt10k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.73990475974505
426,581,563,135,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AOZ5HHRV4LTJF,Submitted,0% (0/0),0% (0/0),0% (0/0),3033,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,26.8286112092924
430,585,545,145,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2BS7CXK6IQ1NG,Submitted,0% (0/0),0% (0/0),0% (0/0),167,0,0,0,1,0,0,yes,midsize,mouse,21to30,lt10k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.3339372993525
426,580,543,146,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,ARD4G7288R1JO,Submitted,0% (0/0),0% (0/0),0% (0/0),133,0,0,0,1,0,0,yes,midsize,trackpad,21to30,gt60klt90k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.40947410382735
427,572,541,131,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,APYW82O6VBZP5,Submitted,0% (0/0),0% (0/0),0% (0/0),38,0,0,0,0,1,0,yes,largescreen,mouse,21to30,gt30klt60k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,20.0064739924484
427,575,548,144,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A22H704C3U8Q7M,Submitted,0% (0/0),0% (0/0),0% (0/0),140,0,0,0,1,0,0,yes,midsize,mouse,21to30,lt10k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.5384346423922
