top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,experiment_no,is_pilot,didbf,monitor,mousetrackpad,age,income,edu,is_mobile,is_cellphone,mousetrackpad2,ImageId,in_treatment,bound_size,bounding_box_score
426,580,544,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1TKGFJSMVR2RP,Submitted,0% (0/0),0% (0/0),0% (0/0),160,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.02073791231193
425,581,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A34763KA9IR9LG,Submitted,0% (0/0),0% (0/0),0% (0/0),247,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,1.82726576637245
424,581,541,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3PUHUJ8NVB1JX,Submitted,0% (0/0),0% (0/0),0% (0/0),82,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4
428,586,544,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1B58LQOBZ3ZCB,Submitted,0% (0/0),0% (0/0),0% (0/0),87,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.23253641406177
429,581,546,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AGNS6CGA0DPTM,Submitted,0% (0/0),0% (0/0),0% (0/0),85,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.54165996568669
424,583,548,151,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AURO9GRVYMSD7,Submitted,0% (0/0),0% (0/0),0% (0/0),53,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,11.2574426240398
426,577,543,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,ATFRPLUA6OJ9Z,Submitted,0% (0/0),0% (0/0),0% (0/0),261,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.90957310754807
428,580,541,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2VFX3J4B1I22X,Submitted,0% (0/0),0% (0/0),0% (0/0),53,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.59555569942892
384,587,557,131,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A5VCNIJMPAG5Z,Submitted,0% (0/0),0% (0/0),0% (0/0),41,7,0,,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,55.605436253715
426,580,544,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1GFUIMLCQDK9X,Submitted,0% (0/0),0% (0/0),0% (0/0),86,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.02073791231193
,,,,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A16QX57W3GNHNZ,Submitted,0% (0/0),0% (0/0),0% (0/0),365,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,
432,580,559,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3NFGEUZAH9V5G,Submitted,0% (0/0),0% (0/0),0% (0/0),25,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,17.5008798331841
426,583,547,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1IHI23KH87K5W,Submitted,0% (0/0),0% (0/0),0% (0/0),59,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.51207164141062
426,580,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1JEDFDBWHLA1F,Submitted,0% (0/0),0% (0/0),0% (0/0),157,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.28717052611753
425,587,547,136,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AA3OOA62I1EEB,Submitted,0% (0/0),0% (0/0),0% (0/0),17,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.058890573174
427,583,541,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2D6IP0ICXG4H8,Submitted,0% (0/0),0% (0/0),0% (0/0),42,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.02898681304003
425,579,544,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1Z6018HNZFKHV,Submitted,0% (0/0),0% (0/0),0% (0/0),90,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.7736918720248
419,583,550,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2G92T4A1U377C,Submitted,0% (0/0),0% (0/0),0% (0/0),37,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.36218947616218
430,580,544,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,ALM8V3SO34XX4,Submitted,0% (0/0),0% (0/0),0% (0/0),145,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.95486994396945
425,582,548,139,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AOYPWVN6SETEU,Submitted,0% (0/0),0% (0/0),0% (0/0),48,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.97886171719907
430,585,550,133,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1X5U8WTTXMS87,Submitted,0% (0/0),0% (0/0),0% (0/0),51,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,19.1508568561725
426,578,546,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AETIOR0UV8IW,Submitted,0% (0/0),0% (0/0),0% (0/0),77,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.7124677334194
432,588,552,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2OD4LJKPZDL2J,Submitted,0% (0/0),0% (0/0),0% (0/0),52,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,17.8798351908253
415,596,543,151,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1O6WOWN2X9R9C,Submitted,0% (0/0),0% (0/0),0% (0/0),71,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,25.9817874857976
429,581,547,149,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AFD412X980HR0,Submitted,0% (0/0),0% (0/0),0% (0/0),111,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,11.1689782057809
427,579,543,136,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AC54HUSIFWSP,Submitted,0% (0/0),0% (0/0),0% (0/0),42,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,11.045905466755
424,584,548,138,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2868HFLIU4V0C,Submitted,0% (0/0),0% (0/0),0% (0/0),440,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.50244251092351
424,587,548,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2PIGYNXTTCFZO,Submitted,0% (0/0),0% (0/0),0% (0/0),87,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.37079029745675
425,581,546,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3DAHK19YXWJSN,Submitted,0% (0/0),0% (0/0),0% (0/0),66,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.32807582768073
430,583,544,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3FMBSTZ3ZGSV1,Submitted,0% (0/0),0% (0/0),0% (0/0),75,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.34607543852009
426,585,548,150,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AKK2BPA71TA3M,Submitted,0% (0/0),0% (0/0),0% (0/0),78,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,11.6619400010766
425,583,546,139,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2NRMXYMP9FPKK,Submitted,0% (0/0),0% (0/0),0% (0/0),67,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.48490811576422
422,585,548,138,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3T3CRF61D218E,Submitted,0% (0/0),0% (0/0),0% (0/0),33,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.5982109498806
417,595,556,132,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A36XJQ9DNZ8W98,Submitted,0% (0/0),0% (0/0),0% (0/0),168,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,31.372654754565
425,587,550,135,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3YP2RNFZ1PQP,Submitted,0% (0/0),0% (0/0),0% (0/0),22,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,15.7427529179781
476,590,474,152,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3N5TCHRPQF6P,Submitted,0% (0/0),0% (0/0),0% (0/0),1611,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,100.191464645575
430,582,546,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A12RIQW8ULF0VX,Submitted,0% (0/0),0% (0/0),0% (0/0),188,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.07303601008059
425,580,543,140,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AO8B5M4K8WDA7,Submitted,0% (0/0),0% (0/0),0% (0/0),66,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.42648573090376
423,582,547,141,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2WQL1DOCQ5RE2,Submitted,0% (0/0),0% (0/0),0% (0/0),143,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.12624618995228
427,582,548,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AQI9UX1CSIDJY,Submitted,0% (0/0),0% (0/0),0% (0/0),149,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.19247367867039
430,580,542,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A814JTL4PQ0FM,Submitted,0% (0/0),0% (0/0),0% (0/0),70,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.24319596387962
427,582,542,147,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2VLOKPNTN76VP,Submitted,0% (0/0),0% (0/0),0% (0/0),239,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.77106242925248
428,580,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AIYNK3ZTRKTRQ,Submitted,0% (0/0),0% (0/0),0% (0/0),137,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.23814221474755
426,580,539,151,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2MWBFGSAZMBUR,Submitted,0% (0/0),0% (0/0),0% (0/0),72,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,13.6892793958858
427,583,547,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1YSWWZUAJPU25,Submitted,0% (0/0),0% (0/0),0% (0/0),52,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.23560917344011
426,581,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3UK5JKIX8V4D5,Submitted,0% (0/0),0% (0/0),0% (0/0),175,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.73990475974505
431,580,543,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3HALUPLZ4IKYJ,Submitted,0% (0/0),0% (0/0),0% (0/0),116,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.0125959672757
431,579,541,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AENNICX57FVPI,Submitted,0% (0/0),0% (0/0),0% (0/0),26,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.92198329735989
426,581,543,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1XZD3ZCEAAMAW,Submitted,0% (0/0),0% (0/0),0% (0/0),216,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.22642610565233
424,581,546,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A33WY4DHUFP8ZQ,Submitted,0% (0/0),0% (0/0),0% (0/0),85,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2
423,426,141,134,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2880Y23V0UITQ,Submitted,0% (0/0),0% (0/0),0% (0/0),211,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,558.923593164294
420,580,551,141,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2880Y23V0UITQ,Submitted,0% (0/0),0% (0/0),0% (0/0),211,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.0764179780484
426,576,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A28EEQ5SS74AOR,Submitted,0% (0/0),0% (0/0),0% (0/0),192,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.1406983480603
429,582,533,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A18HC62T1SROBJ,Submitted,0% (0/0),0% (0/0),0% (0/0),56,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,15.4914969955858
430,580,552,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AOK5QT1QFHEOK,Submitted,0% (0/0),0% (0/0),0% (0/0),16,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.6830332445703
424,583,547,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3CKTW6VXFXGBQ,Submitted,0% (0/0),0% (0/0),0% (0/0),97,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.77859463325298
433,585,550,147,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AFL1E5LY310ZA,Submitted,0% (0/0),0% (0/0),0% (0/0),29,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,15.8834796688083
425,588,550,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1OEZX55AMURQO,Submitted,0% (0/0),0% (0/0),0% (0/0),69,7,0,,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.4617367015804
429,581,549,137,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A39980PKUJE4NS,Submitted,0% (0/0),0% (0/0),0% (0/0),38,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.9939731684715
423,582,543,139,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2FBJV1VAI9SQ6,Submitted,0% (0/0),0% (0/0),0% (0/0),53,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.39404229142904
422,582,548,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A22HDIXTWGVUOW,Submitted,0% (0/0),0% (0/0),0% (0/0),115,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.83102496371886
433,575,543,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2088BDJ9XI72A,Submitted,0% (0/0),0% (0/0),0% (0/0),95,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,15.3682984714127
430,579,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1E2LFLKJH16I5,Submitted,0% (0/0),0% (0/0),0% (0/0),66,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.13394155114765
431,574,549,160,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A20QAT5IDIHW1C,Submitted,0% (0/0),0% (0/0),0% (0/0),51,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,26.2992058973409
429,580,536,150,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A4UVNGSXE2ANA,Submitted,0% (0/0),0% (0/0),0% (0/0),42,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,16.6973436266757
