top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,experiment_no,is_pilot,didbf,monitor,mousetrackpad,age,income,edu,is_mobile,mousetrackpad2,ImageId,in_treatment,bound_size,bounding_box_score
417,495,455,171,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2F2SXDLZSYO10,Submitted,0% (0/0),0% (0/0),0% (0/0),112,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,180.245450133678
410,438,230,180,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2F2SXDLZSYO10,Submitted,0% (0/0),0% (0/0),0% (0/0),112,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,462.570721000945
426,578,543,152,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2F2SXDLZSYO10,Submitted,0% (0/0),0% (0/0),0% (0/0),112,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.7324416315521
404,588,573,120,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1TIO97G4K0ZFF,Submitted,0% (0/0),0% (0/0),0% (0/0),23,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,59.0891343871078
425,581,549,136,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,ANTGHNP2ZFFHU,Submitted,0% (0/0),0% (0/0),0% (0/0),72,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.8332091388622
416,581,547,141,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,ADJNO9IJOYHC,Submitted,0% (0/0),0% (0/0),0% (0/0),56,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.7008392863069
426,582,543,141,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A30CBO3T5M7IDN,Submitted,0% (0/0),0% (0/0),0% (0/0),90,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.14954920062849
426,580,543,145,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A33ZLDJ0LYE8KN,Submitted,0% (0/0),0% (0/0),0% (0/0),75,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.50725925821921
403,610,578,125,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,ADCR5D7IASO96,Submitted,0% (0/0),0% (0/0),0% (0/0),25,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,73.7427162519309
430,582,547,145,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1LE0PEWEHFOGG,Submitted,0% (0/0),0% (0/0),0% (0/0),150,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.36828226054748
427,580,542,146,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A3I59TREELKZWV,Submitted,0% (0/0),0% (0/0),0% (0/0),136,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.81924619145821
430,576,542,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A317I43XIG9XKA,Submitted,0% (0/0),0% (0/0),0% (0/0),59,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.5959137245141
426,579,546,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A349C2HWLQE87G,Submitted,0% (0/0),0% (0/0),0% (0/0),75,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.51849939299803
425,581,544,145,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AB1SH6JG0IO6M,Submitted,0% (0/0),0% (0/0),0% (0/0),77,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,2.82726576637245
393,599,585,104,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1TBFJY338IJR2,Submitted,0% (0/0),0% (0/0),0% (0/0),22,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,94.1719424282904
426,585,553,138,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A3271SF2FJ6W5J,Submitted,0% (0/0),0% (0/0),0% (0/0),63,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,15.2839251410067
323,508,545,333,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A11B1U1GBCDVM6,Submitted,0% (0/0),0% (0/0),0% (0/0),53,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,304.205783249353
411,584,566,110,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A11B1U1GBCDVM6,Submitted,0% (0/0),0% (0/0),0% (0/0),53,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,58.4996119652891
429,583,544,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2TI48LG284I31,Submitted,0% (0/0),0% (0/0),0% (0/0),158,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.1406983480603
425,582,544,146,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1H5Z4BA9R0UW6,Submitted,0% (0/0),0% (0/0),0% (0/0),90,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.01031376454747
429,580,549,156,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1V5WUAY2YSAFZ,Submitted,0% (0/0),0% (0/0),0% (0/0),411,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,19.3134684265644
415,583,557,129,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A3746TDKYH8SJ9,Submitted,0% (0/0),0% (0/0),0% (0/0),30,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,29.7881326561492
427,582,547,143,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1DX7MP76A0RZK,Submitted,0% (0/0),0% (0/0),0% (0/0),244,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.87984096063406
425,582,543,140,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A297WCJYDD9QBQ,Submitted,0% (0/0),0% (0/0),0% (0/0),19,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.42648573090376
432,583,543,145,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A3I76F8MM7SHCV,Submitted,0% (0/0),0% (0/0),0% (0/0),31,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.7527961682934
426,583,545,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AB4G8LO9RS3OO,Submitted,0% (0/0),0% (0/0),0% (0/0),45,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.13204648708595
426,588,549,139,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AAAIZU66Q9K7G,Submitted,0% (0/0),0% (0/0),0% (0/0),30,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.0436256042761
422,586,550,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AR4S7ZOB9QJYP,Submitted,0% (0/0),0% (0/0),0% (0/0),214,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.7617725255252
429,583,543,148,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1L3XS4SHIBZM1,Submitted,0% (0/0),0% (0/0),0% (0/0),79,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.3147732950849
429,580,546,143,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A17QLTKXOMAPP,Submitted,0% (0/0),0% (0/0),0% (0/0),3285,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.24448638613359
426,575,548,150,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1L7RIZH590IEO,Submitted,0% (0/0),0% (0/0),0% (0/0),89,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,12.8594711117437
432,577,542,141,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AQFH0P2AKEMQ1,Submitted,0% (0/0),0% (0/0),0% (0/0),62,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.0686540165502
427,585,547,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,ARG8YVDDT0TB1,Submitted,0% (0/0),0% (0/0),0% (0/0),20,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.86789098856223
425,583,543,143,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2C7EYRPWL8B3L,Submitted,0% (0/0),0% (0/0),0% (0/0),46,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,3.95297487990775
427,580,545,149,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2JTV44ZIGMS5D,Submitted,0% (0/0),0% (0/0),0% (0/0),172,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.74948927523224
426,583,544,146,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A3LLF92JDKVAXP,Submitted,0% (0/0),0% (0/0),0% (0/0),1392,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.41194340686257
426,580,548,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A7TYKQXWAIV7C,Submitted,0% (0/0),0% (0/0),0% (0/0),65,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.09745757752445
393,596,546,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1P4G1YPG51AEO,Submitted,0% (0/0),0% (0/0),0% (0/0),28,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,46.0434650428086
426,581,544,143,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A6KOTWP7N7RLU,Submitted,0% (0/0),0% (0/0),0% (0/0),111,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,2.45990475974508
428,579,545,145,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2R9NSMPJATQ0U,Submitted,0% (0/0),0% (0/0),0% (0/0),41,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.60259343284378
434,578,548,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A3A6C8329VTSN7,Submitted,0% (0/0),0% (0/0),0% (0/0),24,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.6168957390828
423,585,544,139,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,ABRU6XODRFXB5,Submitted,0% (0/0),0% (0/0),0% (0/0),60,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.10415684192896
432,581,546,143,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2WHJG0337PI3V,Submitted,0% (0/0),0% (0/0),0% (0/0),200,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.47477664510862
432,582,546,137,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,ACRTRQ23XH20E,Submitted,0% (0/0),0% (0/0),0% (0/0),205,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,14.5529130214213
421,583,546,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2BF2FUO6F63N7,Submitted,0% (0/0),0% (0/0),0% (0/0),40,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.3937778599115
425,579,546,142,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2WT7RE3TSKGZR,Submitted,0% (0/0),0% (0/0),0% (0/0),64,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.10667046093371
426,580,545,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A3ULLNEALOG9UF,Submitted,0% (0/0),0% (0/0),0% (0/0),63,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,3.21940749371335
427,579,545,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1UD8IFO0J4GW0,Submitted,0% (0/0),0% (0/0),0% (0/0),103,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.12142755462847
433,580,545,142,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1XG6BBKW1TSI3,Submitted,0% (0/0),0% (0/0),0% (0/0),90,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.6952729499824
430,579,544,144,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1VP9GZUJ78NBT,Submitted,0% (0/0),0% (0/0),0% (0/0),97,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.13394155114765
426,583,546,147,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AI2LRSALOOKKU,Submitted,0% (0/0),0% (0/0),0% (0/0),42,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.5718584100916
429,580,547,145,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2QMGPTZD2OQT2,Submitted,0% (0/0),0% (0/0),0% (0/0),30,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.44981135834775
319,544,804,784,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AGHI2V890A0OH,Submitted,0% (0/0),0% (0/0),0% (0/0),83,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,921.51573898976
497,558,294,161,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AGHI2V890A0OH,Submitted,0% (0/0),0% (0/0),0% (0/0),83,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,290.04009807055
474,562,413,184,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AGHI2V890A0OH,Submitted,0% (0/0),0% (0/0),0% (0/0),83,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,185.677917899357
528,540,436,364,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AGHI2V890A0OH,Submitted,0% (0/0),0% (0/0),0% (0/0),83,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,374.81202255559
412,579,558,122,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AGHI2V890A0OH,Submitted,0% (0/0),0% (0/0),0% (0/0),83,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,39.4114240641972
429,583,548,142,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A22CJQU0EY6SV0,Submitted,0% (0/0),0% (0/0),0% (0/0),62,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.44267962601328
399,611,554,115,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2PQV1A2D4CG52,Submitted,0% (0/0),0% (0/0),0% (0/0),22,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,67.9777910707681
405,585,552,137,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2EELTS09HUTSF,Submitted,0% (0/0),0% (0/0),0% (0/0),58,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,27.8890059136106
426,581,544,146,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2F6Q2RRMW6VBQ,Submitted,0% (0/0),0% (0/0),0% (0/0),74,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.73990475974505
427,583,547,147,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A18E8Y0XOXV24T,Submitted,0% (0/0),0% (0/0),0% (0/0),65,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.97027831702578
427,575,546,150,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2Q5WRW3B3D0E2,Submitted,0% (0/0),0% (0/0),0% (0/0),15,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,12.2431524007582
431,583,538,145,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2D98V3ZYWDMJO,Submitted,0% (0/0),0% (0/0),0% (0/0),58,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,12.2347212918497
425,578,545,145,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A326DH58REV0ZT,Submitted,0% (0/0),0% (0/0),0% (0/0),165,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.48183212386421
428,577,539,149,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1CXSF5YMXOO7R,Submitted,0% (0/0),0% (0/0),0% (0/0),68,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.8288972806945
621,621,763,763,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1CXSF5YMXOO7R,Submitted,0% (0/0),0% (0/0),0% (0/0),68,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,915.021704730708
426,581,542,145,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A3DH3JJFWSPT0N,Submitted,0% (0/0),0% (0/0),0% (0/0),62,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.95203864711749
426,580,543,145,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A1TYAOGMEYN2IZ,Submitted,0% (0/0),0% (0/0),0% (0/0),402,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.50725925821921
421,582,550,134,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,A2K4VALEE25YZ4,Submitted,0% (0/0),0% (0/0),0% (0/0),38,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,15.5557097439303
424,584,546,146,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AY6Q1FGSMAA9G,Submitted,0% (0/0),0% (0/0),0% (0/0),38,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.35619819328322
426,581,544,146,3YGE63DIOBFOYTTRJHCQA5J1W2Q0WP,3HD129RETGKQST545SR59U2Q0K646P,$0.05,3600,AQZICTNTMXPP8,Submitted,0% (0/0),0% (0/0),0% (0/0),115,6,0,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.73990475974505
